id	filename	md5	size	state	File.ID	File.Name	Data.Category	Data.Type	Project.ID	Case.ID	Sample.ID	Sample.Type
02037498-4061-4061-bfe5-7d55e4ad5734	fbf2b081-dd9f-49ed-b5bd-7ef3dfb3144d.rna_seq.genomic.gdc_realn.bam	795e5083333408c19244bad88a03e838	7974038560	validated	02037498-4061-4061-bfe5-7d55e4ad5734	fbf2b081-dd9f-49ed-b5bd-7ef3dfb3144d.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-KIRC	TCGA-CJ-5676	TCGA-CJ-5676-01A	Primary Tumor
0307a43e-6179-4748-a693-d4f1e9c5d90a	100dd369-2080-45a8-8d28-e4ab24eb34bf.rna_seq.genomic.gdc_realn.bam	c4719b122a9e983463c156d57ab5f2f4	7099243779	validated	0307a43e-6179-4748-a693-d4f1e9c5d90a	100dd369-2080-45a8-8d28-e4ab24eb34bf.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-KIRC	TCGA-B0-5706	TCGA-B0-5706-11A	Solid Tissue Normal
08dbe3d3-d7d0-4cea-9cb0-ae0b6b82f296	f637da65-d455-440f-8342-47b6a3c3d189.rna_seq.genomic.gdc_realn.bam	c995e79e195fe32800c20798aef00927	8309815008	validated	08dbe3d3-d7d0-4cea-9cb0-ae0b6b82f296	f637da65-d455-440f-8342-47b6a3c3d189.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-KIRC	TCGA-B0-5690	TCGA-B0-5690-11A	Solid Tissue Normal
08e6636b-0956-4127-a9c6-f43eb7063c58	dfbacd3b-4403-447b-a904-d5bad78aaad9.rna_seq.genomic.gdc_realn.bam	93a94a3e049c71ccba427b798c02743f	8378954870	validated	08e6636b-0956-4127-a9c6-f43eb7063c58	dfbacd3b-4403-447b-a904-d5bad78aaad9.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-KIRC	TCGA-CZ-5458	TCGA-CZ-5458-01A	Primary Tumor
0a53fec9-1919-4841-a2a9-43ec42e84535	6dd12311-581d-46fd-9b98-6523b67ec2e4.rna_seq.genomic.gdc_realn.bam	e6ee0850eebd39798cdd1689292458fa	8209428359	validated	0a53fec9-1919-4841-a2a9-43ec42e84535	6dd12311-581d-46fd-9b98-6523b67ec2e4.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-KIRC	TCGA-CZ-5452	TCGA-CZ-5452-11A	Solid Tissue Normal
0af45a84-2804-44cb-aef7-f6f20f678a9f	c7fcc566-c577-4b0e-b2de-f8dabf5d8d66.rna_seq.genomic.gdc_realn.bam	325be9aa126ec1f58cc8f907027a6035	5176344577	validated	0af45a84-2804-44cb-aef7-f6f20f678a9f	c7fcc566-c577-4b0e-b2de-f8dabf5d8d66.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-KIRC	TCGA-CZ-5988	TCGA-CZ-5988-01A	Primary Tumor
0c4eb469-6075-45af-8116-ae9c3655f5b6	11da21cd-5029-491e-b7a1-d6f4d9306f3e.rna_seq.genomic.gdc_realn.bam	65347f40f9bd514f2f3abe3b5ac22d7d	9393760491	validated	0c4eb469-6075-45af-8116-ae9c3655f5b6	11da21cd-5029-491e-b7a1-d6f4d9306f3e.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-KIRC	TCGA-CZ-5463	TCGA-CZ-5463-11A	Solid Tissue Normal
0e572d4c-675f-42be-9175-5f6e362ae041	77b65c25-f82c-4140-9eb1-8f5956cd2e17.rna_seq.genomic.gdc_realn.bam	72acd5340cca29c671d73ab1fade1142	5580771592	validated	0e572d4c-675f-42be-9175-5f6e362ae041	77b65c25-f82c-4140-9eb1-8f5956cd2e17.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-KIRC	TCGA-B8-4622	TCGA-B8-4622-11A	Solid Tissue Normal
0e8610e9-3314-4da0-9f0c-279e26108434	d278e333-b5e0-4ce8-9511-6c31d29c8957.rna_seq.genomic.gdc_realn.bam	0c7ca7714d8eab7e002fb58e1402d0c7	6559646444	validated	0e8610e9-3314-4da0-9f0c-279e26108434	d278e333-b5e0-4ce8-9511-6c31d29c8957.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-KIRC	TCGA-B0-5706	TCGA-B0-5706-01A	Primary Tumor
0f95deec-4683-460e-9ad0-ccef354388fe	66ff9376-212d-4048-868f-964036ba3903.rna_seq.genomic.gdc_realn.bam	1a856e2b92d434d0d75993ff4432cfcb	9741472072	validated	0f95deec-4683-460e-9ad0-ccef354388fe	66ff9376-212d-4048-868f-964036ba3903.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-KIRC	TCGA-CZ-5470	TCGA-CZ-5470-01A	Primary Tumor
12af76e8-41dd-4667-942e-6e901f9fda37	30478577-87f7-4906-9eec-1cba0d2cac85.rna_seq.genomic.gdc_realn.bam	a41762a772d010cd0483bad706f764ca	5920754789	validated	12af76e8-41dd-4667-942e-6e901f9fda37	30478577-87f7-4906-9eec-1cba0d2cac85.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-KIRC	TCGA-B8-4622	TCGA-B8-4622-01A	Primary Tumor
145bc65b-b65d-4da6-81c1-be654d2ed50c	141b1a1a-53ba-4736-a8cb-d599f17370f1.rna_seq.genomic.gdc_realn.bam	88faf99c344935428dead9ff5b641130	12088894031	validated	145bc65b-b65d-4da6-81c1-be654d2ed50c	141b1a1a-53ba-4736-a8cb-d599f17370f1.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-KIRC	TCGA-B0-5691	TCGA-B0-5691-11A	Solid Tissue Normal
14f44050-a0d2-461b-a29d-1c273d5c05bc	29c9d4b8-b879-49d8-82e6-fd5ac79c2e6c.rna_seq.genomic.gdc_realn.bam	a77d7ff58322b72bc27be872d3b406d8	5987704359	validated	14f44050-a0d2-461b-a29d-1c273d5c05bc	29c9d4b8-b879-49d8-82e6-fd5ac79c2e6c.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-KIRC	TCGA-CW-5584	TCGA-CW-5584-11A	Solid Tissue Normal
1644e181-5ed7-4c9f-9756-7784af25832e	863db1ca-ce1d-4e62-b81a-0282b832447f.rna_seq.genomic.gdc_realn.bam	10f4ec2bd2bbabaae691fb2654103a15	6353498696	validated	1644e181-5ed7-4c9f-9756-7784af25832e	863db1ca-ce1d-4e62-b81a-0282b832447f.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-KIRC	TCGA-B0-5703	TCGA-B0-5703-11A	Solid Tissue Normal
1882f3c3-e7c1-44a8-9695-40bab6d7e22c	43837751-a62f-4f01-8eda-dd08e8017080.rna_seq.genomic.gdc_realn.bam	23a30f7a03ef67b99a039dbae067e6e6	4677360623	validated	1882f3c3-e7c1-44a8-9695-40bab6d7e22c	43837751-a62f-4f01-8eda-dd08e8017080.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-KIRC	TCGA-CZ-5987	TCGA-CZ-5987-01A	Primary Tumor
19c9939b-0a32-4509-8bc4-5d7285a38ca6	a5a4db2a-7906-4519-9223-0f47cd377fb5.rna_seq.genomic.gdc_realn.bam	ad470c76c4985ef5efecbbb1f25d0503	8012060793	validated	19c9939b-0a32-4509-8bc4-5d7285a38ca6	a5a4db2a-7906-4519-9223-0f47cd377fb5.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-KIRC	TCGA-B0-4700	TCGA-B0-4700-01A	Primary Tumor
1ae6f563-6445-401a-8aec-f75c905f5e48	071098de-0fcd-4155-a735-5dbcc0054e6b.rna_seq.genomic.gdc_realn.bam	5d75c243d6dd0b9559df49b92aeb4c7d	6053739116	validated	1ae6f563-6445-401a-8aec-f75c905f5e48	071098de-0fcd-4155-a735-5dbcc0054e6b.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-KIRC	TCGA-B0-5694	TCGA-B0-5694-01A	Primary Tumor
1baff181-ab0d-4b11-97fe-e72277855870	de7040ae-3995-4cb1-8f87-a3e4bfb4792f.rna_seq.genomic.gdc_realn.bam	0c0e25235e221fcaa8b14f73c0c31e0f	5029840613	validated	1baff181-ab0d-4b11-97fe-e72277855870	de7040ae-3995-4cb1-8f87-a3e4bfb4792f.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-KIRC	TCGA-CZ-5987	TCGA-CZ-5987-11A	Solid Tissue Normal
1e366682-bc79-4d28-bd53-79661a8798e3	8a31c02d-a429-4d4e-a461-8024bea95b1a.rna_seq.genomic.gdc_realn.bam	e607fd19a530a7ddc3465e4305b5027d	6700511292	validated	1e366682-bc79-4d28-bd53-79661a8798e3	8a31c02d-a429-4d4e-a461-8024bea95b1a.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-KIRC	TCGA-A3-3387	TCGA-A3-3387-11A	Solid Tissue Normal
205cd937-e6d7-43db-a8e3-1375a2d222bc	0b4d3e72-85b5-4c23-9dbe-bff0bdbc5d43.rna_seq.genomic.gdc_realn.bam	97c2c574dbffb7ff747befa8a85147bf	8708949112	validated	205cd937-e6d7-43db-a8e3-1375a2d222bc	0b4d3e72-85b5-4c23-9dbe-bff0bdbc5d43.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-KIRC	TCGA-CW-5581	TCGA-CW-5581-01A	Primary Tumor
211c239f-375e-40ef-97d7-99b6f04db075	ae21852f-75e2-4333-a624-0875028252d3.rna_seq.genomic.gdc_realn.bam	6bfd90b4cb10d525b1185364f2861742	8883372760	validated	211c239f-375e-40ef-97d7-99b6f04db075	ae21852f-75e2-4333-a624-0875028252d3.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-KIRC	TCGA-B0-4700	TCGA-B0-4700-11A	Solid Tissue Normal
27222a56-4978-466c-b05d-7f4b7eeea61b	a57f68a2-225b-4be1-97b6-cab305c36ef1.rna_seq.genomic.gdc_realn.bam	e66a8870c3eaebd954aed553614a28a9	10064182067	validated	27222a56-4978-466c-b05d-7f4b7eeea61b	a57f68a2-225b-4be1-97b6-cab305c36ef1.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-KIRC	TCGA-CZ-5470	TCGA-CZ-5470-11A	Solid Tissue Normal
2b3136f9-dac9-4e45-8cf7-aaa9a175824b	8ab025fe-d2bc-4ea0-9b76-c70c80c96a31.rna_seq.genomic.gdc_realn.bam	cccbb066849183d15578b2341a5afce6	8168478119	validated	2b3136f9-dac9-4e45-8cf7-aaa9a175824b	8ab025fe-d2bc-4ea0-9b76-c70c80c96a31.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-KIRC	TCGA-CZ-5467	TCGA-CZ-5467-01A	Primary Tumor
2b490248-aef6-41ea-8cbc-68ffc0459dee	d0b56d64-2260-4e42-a6d0-ffafaeb289e5.rna_seq.genomic.gdc_realn.bam	6d4e678cccbfbad3caa11cb14bd320ef	6448490196	validated	2b490248-aef6-41ea-8cbc-68ffc0459dee	d0b56d64-2260-4e42-a6d0-ffafaeb289e5.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-KIRC	TCGA-CJ-5681	TCGA-CJ-5681-11A	Solid Tissue Normal
32123d07-a422-4dd2-86ef-115913bccefb	173935db-f67f-4c16-bb7a-bccb7b52601e.rna_seq.genomic.gdc_realn.bam	adf480d9e2cdd959a0a1a91ae238e6f7	9542133879	validated	32123d07-a422-4dd2-86ef-115913bccefb	173935db-f67f-4c16-bb7a-bccb7b52601e.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-KIRC	TCGA-CW-5587	TCGA-CW-5587-01A	Primary Tumor
33194bd3-7e43-4343-bbd5-236812e2f439	c8462133-86a7-4be2-a689-07cebed4cc78.rna_seq.genomic.gdc_realn.bam	413945c13694f759dc949a7c93219fec	12786767313	validated	33194bd3-7e43-4343-bbd5-236812e2f439	c8462133-86a7-4be2-a689-07cebed4cc78.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-KIRC	TCGA-CZ-5458	TCGA-CZ-5458-11A	Solid Tissue Normal
33344a89-9272-49fc-bae4-3e9da80d567c	914d92bc-d41c-4dcb-9137-ec672618ffd0.rna_seq.genomic.gdc_realn.bam	250da6046dea79eefe3bf81909a34cea	6506041376	validated	33344a89-9272-49fc-bae4-3e9da80d567c	914d92bc-d41c-4dcb-9137-ec672618ffd0.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-KIRC	TCGA-B8-4619	TCGA-B8-4619-01A	Primary Tumor
