id	filename	md5	size	state	File.ID	File.Name	Data.Category	Data.Type	Project.ID	Case.ID	Sample.ID	Sample.Type
006f070d-704b-4f7e-89e3-086ba2d0e153	39a75bde-24a0-4d26-8377-df045423f786.rna_seq.genomic.gdc_realn.bam	f8efd4a46a0720b41439b56bf2167d72	10514081281	validated	006f070d-704b-4f7e-89e3-086ba2d0e153	39a75bde-24a0-4d26-8377-df045423f786.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-BH-A1FB	TCGA-BH-A1FB-01A	Primary Tumor
009a308f-6806-4131-aaf8-d018a424c882	f48956a3-c821-429f-b1ad-a27133d739bd.rna_seq.genomic.gdc_realn.bam	842112598d55feec641d1bf6118255d1	5890509117	validated	009a308f-6806-4131-aaf8-d018a424c882	f48956a3-c821-429f-b1ad-a27133d739bd.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-BH-A18Q	TCGA-BH-A18Q-01A	Primary Tumor
01416e03-fee7-43ab-8345-18b10ae7926a	41bdc474-8e6e-4f39-98ec-6d73ee41837c.rna_seq.genomic.gdc_realn.bam	b1e5f437056d650a56c7e34e3d406a12	7128233169	validated	01416e03-fee7-43ab-8345-18b10ae7926a	41bdc474-8e6e-4f39-98ec-6d73ee41837c.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-BH-A0B3	TCGA-BH-A0B3-01A	Primary Tumor
05f2a6aa-5f9c-4b26-a8af-acc23aecc58a	b161c26d-64b1-4e03-94da-4f9b9de25e88.rna_seq.genomic.gdc_realn.bam	537a7b7876a241587190a3c90f9fe111	8050611002	validated	05f2a6aa-5f9c-4b26-a8af-acc23aecc58a	b161c26d-64b1-4e03-94da-4f9b9de25e88.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-GI-A2C9	TCGA-GI-A2C9-01A	Primary Tumor
063401e8-504e-4b55-8a17-e07a76dd6f6f	5a277308-f1bc-47b3-a397-aeabe9db8dc6.rna_seq.genomic.gdc_realn.bam	b1444c8795a6ef673b6888e83d8c596c	5580918563	validated	063401e8-504e-4b55-8a17-e07a76dd6f6f	5a277308-f1bc-47b3-a397-aeabe9db8dc6.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-BH-A0DK	TCGA-BH-A0DK-01A	Primary Tumor
080a114b-db0b-46b8-991e-7c88b9844455	e843a939-f1a2-4e98-87b5-69abef893a51.rna_seq.genomic.gdc_realn.bam	fdd8c5638d6fda72caf9bc360ba93bf2	10324048802	validated	080a114b-db0b-46b8-991e-7c88b9844455	e843a939-f1a2-4e98-87b5-69abef893a51.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-A7-A13E	TCGA-A7-A13E-01B	Primary Tumor
0b0e1644-5538-4945-bb86-788a8f418f78	cfe1c805-2211-419c-bf9a-e0c8b5020dce.rna_seq.genomic.gdc_realn.bam	14964f51cfa97fd10d8eeefc88ad15f1	7453145265	validated	0b0e1644-5538-4945-bb86-788a8f418f78	cfe1c805-2211-419c-bf9a-e0c8b5020dce.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-BH-A208	TCGA-BH-A208-01A	Primary Tumor
0b86056c-761a-4e14-afd3-f3218448785b	1075d95f-6d27-42e1-a67a-73d5247c8a68.rna_seq.genomic.gdc_realn.bam	7f8189eb5e5a4932d2a086baa9ed65b6	8965614214	validated	0b86056c-761a-4e14-afd3-f3218448785b	1075d95f-6d27-42e1-a67a-73d5247c8a68.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-AC-A23H	TCGA-AC-A23H-01A	Primary Tumor
0d3ddd5c-8a05-4821-98f2-df115615b683	06ae7b4d-2906-4a38-a4ef-1cc937716dcb.rna_seq.genomic.gdc_realn.bam	5eafd7111570f62a24a81a3b8bff4896	4328966548	validated	0d3ddd5c-8a05-4821-98f2-df115615b683	06ae7b4d-2906-4a38-a4ef-1cc937716dcb.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-BH-A0BM	TCGA-BH-A0BM-01A	Primary Tumor
0d660651-bcd9-4cf7-88af-61327b2270eb	a17d056c-59ee-4c93-9357-19d57f108144.rna_seq.genomic.gdc_realn.bam	b79d4b7cbe2d7fa99ada8e593d6c34e4	7547260406	validated	0d660651-bcd9-4cf7-88af-61327b2270eb	a17d056c-59ee-4c93-9357-19d57f108144.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-BH-A18K	TCGA-BH-A18K-01A	Primary Tumor
0e123c25-d599-430f-a913-1c894f8721c9	ea16db3d-eb2a-44b3-bf22-258e583dbcf4.rna_seq.genomic.gdc_realn.bam	1f6c104a1bf2d74562dce03c76c42c5a	5998908693	validated	0e123c25-d599-430f-a913-1c894f8721c9	ea16db3d-eb2a-44b3-bf22-258e583dbcf4.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-BH-A0DQ	TCGA-BH-A0DQ-01A	Primary Tumor
10c1036e-30c8-4b0a-96e7-0d2f2197fad7	171e095d-2236-43c8-9670-23608e6cc8ab.rna_seq.genomic.gdc_realn.bam	7805e28313a5261b5da304964fe58f2f	6481087611	validated	10c1036e-30c8-4b0a-96e7-0d2f2197fad7	171e095d-2236-43c8-9670-23608e6cc8ab.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-E9-A1N9	TCGA-E9-A1N9-01A	Primary Tumor
1180e0cb-894e-4b77-8b52-a8f2dec5d686	8d2f240f-43c3-4e0d-a6cc-79f6b174dace.rna_seq.genomic.gdc_realn.bam	219b2cc9b392bc09ac102fac5eb9efdd	9952072523	validated	1180e0cb-894e-4b77-8b52-a8f2dec5d686	8d2f240f-43c3-4e0d-a6cc-79f6b174dace.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-BH-A1F8	TCGA-BH-A1F8-01A	Primary Tumor
13c5162d-533b-482c-a01d-56694321ca0b	682169e0-f36b-430c-896f-c93668b4ce78.rna_seq.genomic.gdc_realn.bam	e373566c63180c70ba1d3f14094ad11f	9203384671	validated	13c5162d-533b-482c-a01d-56694321ca0b	682169e0-f36b-430c-896f-c93668b4ce78.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-BH-A1FM	TCGA-BH-A1FM-01A	Primary Tumor
15c11953-3e4d-4251-afb6-6530dbdf1285	46cdbe65-5610-4903-9452-518fd6d5787d.rna_seq.genomic.gdc_realn.bam	b7c7174625468a57cd1ac4adb77c275f	13193829094	validated	15c11953-3e4d-4251-afb6-6530dbdf1285	46cdbe65-5610-4903-9452-518fd6d5787d.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-BH-A1F0	TCGA-BH-A1F0-01A	Primary Tumor
179491c5-8059-4b7f-bcb7-9ed49d6d611c	fd98106a-a2c6-4f23-86f5-66436c2501e5.rna_seq.genomic.gdc_realn.bam	442ca755065646e4853091810ee1d03e	6567043164	validated	179491c5-8059-4b7f-bcb7-9ed49d6d611c	fd98106a-a2c6-4f23-86f5-66436c2501e5.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-BH-A0DD	TCGA-BH-A0DD-01A	Primary Tumor
